mode,singular_value,explained_variance_ratio,cumulative
Mode 1,991.6503131455387,0.973679216210415,0.973679216210415
Mode 2,153.4910726550368,0.02332733011756716,0.9970065463279821
Mode 3,54.393283294433154,0.0029294719381612023,0.9999360182661433
Mode 4,7.915014085721299,6.203005657366202e-05,0.999998048322717
